IKGCNFLN_00284	ICEberg|394_cold-shock_protein_gi|281376355|gb|ADA65845.1|_[Lactococcus_lactis_subsp._lactis_KF147]	70.8	66	66	65	19	0	1	65	1	65	2.26e-31	101
IKGCNFLN_01760	ICEberg|394_cold-shock_protein_gi|281376355|gb|ADA65845.1|_[Lactococcus_lactis_subsp._lactis_KF147]	69.8	66	66	63	19	0	1	63	1	63	1.08e-29	97.4
IKGCNFLN_01760	ICEberg|173_CspA_gi|37955684|gb|AAP22523.1|_[Pseudomonas_aeruginosa]	60.3	69	66	63	25	0	4	66	7	69	1.04e-23	82.4
IKGCNFLN_01937	ICEberg|76_copper-transporting_ATPase_TcrA-like_protein_gi|157419717|gb|ABV55406.1|_[Streptococcus_dysgalactiae_subsp._equisimilis]	62.1	158	802	140	52	1	628	767	3	141	6.73e-53	178
IKGCNFLN_01995	ICEberg|68_Tra8_gi|209486297|gb|ACI48596.1|_[Staphylococcus_aureus]	100	117	117	117	0	0	1	117	1	117	2.64e-87	246
IKGCNFLN_01996	ICEberg|68_Tra8_gi|209486304|gb|ACI48603.1|_[Staphylococcus_aureus]	99.4	171	167	159	1	0	1	159	1	159	4.69e-106	298
IKGCNFLN_01997	ICEberg|358_hypothetical_protein_gi|238773867|dbj|BAH66429.1|_[Staphylococcus_aureus]	100	113	113	113	0	0	1	113	1	113	6.62e-77	220
IKGCNFLN_01998	ICEberg|68_hypothetical_protein_gi|209486306|gb|ACI48605.1|_[Staphylococcus_aureus]	100	196	196	196	0	0	1	196	1	196	4.61e-133	369
IKGCNFLN_01998	ICEberg|358_hypothetical_protein_gi|238773868|dbj|BAH66430.1|_[Staphylococcus_aureus]	99.5	196	196	196	1	0	1	196	1	196	1.88e-132	367
IKGCNFLN_01999	ICEberg|68_unknown_gi|209486307|gb|ACI48606.1|_[Staphylococcus_aureus]	99.4	348	348	348	2	0	1	348	1	348	5.54e-260	702
IKGCNFLN_01999	ICEberg|358_putative_traG_membrane_protein_gi|238773869|dbj|BAH66431.1|_[Staphylococcus_aureus]	99.1	348	348	348	3	0	1	348	1	348	1.30e-258	699
IKGCNFLN_02000	ICEberg|358_hypothetical_membrane_protein_gi|238773870|dbj|BAH66432.1|_[Staphylococcus_aureus]	99.7	615	615	615	2	0	1	615	1	615	0.0	1046
IKGCNFLN_02000	ICEberg|68_ribonuclease_E_domain_protein_gi|209486308|gb|ACI48607.1|_[Staphylococcus_aureus]	95.8	615	615	615	26	0	1	615	1	615	0.0	1035
IKGCNFLN_02001	ICEberg|68_FtsK_gi|209486309|gb|ACI48608.1|_[Staphylococcus_aureus]	99.8	452	452	452	1	0	1	452	1	452	0.0	888
IKGCNFLN_02001	ICEberg|358_FtsK/SpoIIIE_family_protein_gi|238773871|dbj|BAH66433.1|_[Staphylococcus_aureus]	99.6	452	452	452	2	0	1	452	1	452	0.0	885
IKGCNFLN_02002	ICEberg|358_hypothetical_membrane_protein_gi|238773872|dbj|BAH66434.1|_[Staphylococcus_aureus]	100	831	831	831	0	0	1	831	1	831	0.0	1625
IKGCNFLN_02002	ICEberg|68_VirB4_gi|209486310|gb|ACI48609.1|_[Staphylococcus_aureus]	99.9	831	831	831	1	0	1	831	1	831	0.0	1623
IKGCNFLN_02003	ICEberg|68_hypothetical_protein_gi|209486311|gb|ACI48610.1|_[Staphylococcus_aureus]	100	127	127	127	0	0	1	127	1	127	5.79e-89	251
IKGCNFLN_02003	ICEberg|358_hypothetical_membrane_protein_gi|238773873|dbj|BAH66435.1|_[Staphylococcus_aureus]	100	127	127	127	0	0	1	127	1	127	5.79e-89	251
IKGCNFLN_02004	ICEberg|358_hypothetical_membrane_protein_gi|238773874|dbj|BAH66436.1|_[Staphylococcus_aureus]	100	86	86	86	0	0	1	86	1	86	4.61e-60	175
IKGCNFLN_02004	ICEberg|68_hypothetical_protein_gi|209486312|gb|ACI48611.1|_[Staphylococcus_aureus]	80.2	86	86	86	17	0	1	86	1	86	6.61e-51	152
IKGCNFLN_02005	ICEberg|68_hypothetical_protein_gi|209486313|gb|ACI48612.1|_[Staphylococcus_aureus]	98.9	351	351	351	4	0	1	351	1	351	1.31e-223	610
IKGCNFLN_02005	ICEberg|358_hypothetical_membrane_protein_gi|238773875|dbj|BAH66437.1|_[Staphylococcus_aureus]	98.9	351	351	351	4	0	1	351	1	351	1.31e-223	610
IKGCNFLN_02006	ICEberg|358_replication_initiation_factor_family_protein_gi|238773876|dbj|BAH66438.1|_[Staphylococcus_aureus]	99.4	363	363	363	2	0	1	363	1	363	1.97e-272	735
IKGCNFLN_02006	ICEberg|68_RstA_gi|209486314|gb|ACI48613.1|_[Staphylococcus_aureus]	99.4	363	363	363	2	0	1	363	1	363	2.80e-272	734
IKGCNFLN_02007	ICEberg|68_hypothetical_protein_gi|209486315|gb|ACI48614.1|_[Staphylococcus_aureus]	100	100	100	100	0	0	1	100	1	100	2.27e-71	205
IKGCNFLN_02007	ICEberg|358_hypothetical_protein_gi|238773877|dbj|BAH66439.1|_[Staphylococcus_aureus]	100	100	100	100	0	0	1	100	1	100	2.27e-71	205
IKGCNFLN_02008	ICEberg|68_unknown_gi|209486316|gb|ACI48615.1|_[Staphylococcus_aureus]	100	106	106	106	0	0	1	106	1	106	1.28e-73	211
IKGCNFLN_02008	ICEberg|358_hypothetical_protein_gi|238773878|dbj|BAH66440.1|_[Staphylococcus_aureus]	100	106	106	106	0	0	1	106	1	106	1.28e-73	211
IKGCNFLN_02009	ICEberg|358_hypothetical_protein_gi|238773879|dbj|BAH66441.1|_[Staphylococcus_aureus]	98.9	94	94	94	1	0	1	94	1	94	2.65e-47	144
IKGCNFLN_02009	ICEberg|68_hypothetical_protein_gi|209486317|gb|ACI48616.1|_[Staphylococcus_aureus]	92.6	94	94	94	7	0	1	94	1	94	3.09e-46	141
IKGCNFLN_02332	ICEberg|1096_chaperonin_GroEL_gi|7223842013|ref|YP_004144969.1|_[Mesorhizobium_ciceri_biovar_biserrulae_WSM1271]	60.3	555	538	539	210	3	2	538	3	539	1.46e-219	616
IKGCNFLN_02517	ICEberg|394_cold-shock_protein_gi|281376355|gb|ADA65845.1|_[Lactococcus_lactis_subsp._lactis_KF147]	66.2	66	66	65	22	0	1	65	1	65	2.54e-28	94.0
IKGCNFLN_02535	ICEberg|68_BinL_gi|209486300|gb|ACI48599.1|_[Staphylococcus_aureus]	96.3	197	192	188	7	0	1	188	1	188	1.85e-129	359
IKGCNFLN_02536	ICEberg|68_BlaI_gi|209486301|gb|ACI48600.1|_[Staphylococcus_aureus]	98.4	126	126	126	2	0	1	126	1	126	1.95e-82	235
IKGCNFLN_02537	ICEberg|68_BlaR1_gi|209486302|gb|ACI48601.1|_[Staphylococcus_aureus]	94.2	585	585	585	34	0	1	585	1	585	0.0	1081
IKGCNFLN_02538	ICEberg|68_BlaZ_gi|209486303|gb|ACI48602.1|_[Staphylococcus_aureus]	97.9	281	281	281	6	0	1	281	1	281	5.70e-192	525
IKGCNFLN_02638	ICEberg|321_streptothricin_acetyltransferase_gi|160960261|emb|CAL69039.2|_[Streptococcus_pneumoniae]	100	176	180	176	0	0	5	180	1	176	6.32e-129	357
IKGCNFLN_02638	ICEberg|791_streptothricin_acetyltransferase,_sat4_(disrupted_by_ISSag12)_gi|6428283976|ref|AQY23916.1|_[Streptococcus_agalactiae]	100	85	180	83	0	0	98	180	3	85	3.15e-59	177
