sample_id	molecule_type	primary_cluster_id	secondary_cluster_id	contig_id	size	gc	md5	circularity_status	rep_type(s)	rep_type_accession(s)	relaxase_type(s)	relaxase_type_accession(s)	mpf_type	mpf_type_accession(s)	orit_type(s)	orit_accession(s)	predicted_mobility	mash_nearest_neighbor	mash_neighbor_distance	mash_neighbor_identification	repetitive_dna_id	repetitive_dna_type	filtering_reason
SAMN04875291	chromosome	-	-	GCFGGDDM_1 Staphylococcus aureus strain strain	882988	0.32337359058107246	882918ed258c5fb84ac779ae81143157	not tested	rep_cluster_1636	001036__CP012595	-	-	-	-	-	-	-	-	-	-	-	-	-
SAMN04875291	chromosome	-	-	GCFGGDDM_10 Staphylococcus aureus strain strain	87635	0.328156558452673	e90a631ea414b12d3fa68da12395e45b	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
SAMN04875291	chromosome	-	-	GCFGGDDM_11 Staphylococcus aureus strain strain	68132	0.3195414783068162	5f6ba1a82d0901b369b5bbce8c2d6daa	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
SAMN04875291	chromosome	-	-	GCFGGDDM_12 Staphylococcus aureus strain strain	53880	0.3358760207869339	51201fd13c43adc40c22256423b606f5	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
SAMN04875291	chromosome	-	-	GCFGGDDM_13 Staphylococcus aureus strain strain	37909	0.3346962462739719	817e1ac7cefbab08d0296a42499f6df3	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
SAMN04875291	chromosome	-	-	GCFGGDDM_14 Staphylococcus aureus strain strain	32380	0.3163063619518221	a15a9efe41fd6228ff817644df014b0d	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
SAMN04875291	chromosome	-	-	GCFGGDDM_15 Staphylococcus aureus strain strain	30065	0.3251954099451189	b361e0246340b6caafdee1767e7459e6	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
SAMN04875291	plasmid	AA840	AJ227	GCFGGDDM_16 Staphylococcus aureus strain strain	22628	0.3029432561428319	d0b0bc1ffa03f362b1389a565ac474c0	not tested	rep_cluster_1017,rep_cluster_1733,rep_cluster_2100	000261__GQ900456,CP000737,AP003139	-	-	-	-	MOBQ	AF001314	-	CP030643	0.0025468	Staphylococcus aureus	-	-	-
SAMN04875291	chromosome	-	-	GCFGGDDM_17 Staphylococcus aureus strain strain	22486	0.29422751934537045	e4b1b3aa73966019665a41dbd45542a5	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
SAMN04875291	chromosome	-	-	GCFGGDDM_18 Staphylococcus aureus strain strain	19828	0.3188924752874723	a447183773eb620751823341109b5c34	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
