sample_id	molecule_type	primary_cluster_id	secondary_cluster_id	contig_id	size	gc	md5	circularity_status	rep_type(s)	rep_type_accession(s)	relaxase_type(s)	relaxase_type_accession(s)	mpf_type	mpf_type_accession(s)	orit_type(s)	orit_accession(s)	predicted_mobility	mash_nearest_neighbor	mash_neighbor_distance	mash_neighbor_identification	repetitive_dna_id	repetitive_dna_type	filtering_reason
SAMN04875294	chromosome	-	-	JOGNMEOM_1 Staphylococcus aureus strain strain	534003	0.32110681026136556	f29b47d721294d93e8d67b2b18f2acf8	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
SAMN04875294	chromosome	-	-	JOGNMEOM_10 Staphylococcus aureus strain strain	106360	0.32341105678826626	5f90b9e33427d783af9946ec490b528c	not tested	rep_cluster_1636	001036__CP012595	-	-	-	-	-	-	-	-	-	-	-	-	-
SAMN04875294	chromosome	-	-	JOGNMEOM_11 Staphylococcus aureus strain strain	87751	0.3283153468336543	837bcc77d71b47ff3297ae889cd3d33b	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
SAMN04875294	chromosome	-	-	JOGNMEOM_12 Staphylococcus aureus strain strain	68132	0.3195561556977632	45adac1fdb9c0deea881f243b6cb9ed2	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
SAMN04875294	chromosome	-	-	JOGNMEOM_13 Staphylococcus aureus strain strain	53878	0.33594417016221834	d861fa226dc50d8338bb0f615f4a8e55	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
SAMN04875294	chromosome	-	-	JOGNMEOM_14 Staphylococcus aureus strain strain	45847	0.32235478875389884	deee61a68410548d02404faf7284d1ea	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
SAMN04875294	chromosome	-	-	JOGNMEOM_15 Staphylococcus aureus strain strain	37909	0.3345907304334063	21c535c258580ab28a1d261a981acd24	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
SAMN04875294	chromosome	-	-	JOGNMEOM_16 Staphylococcus aureus strain strain	32296	0.3157047312360664	34114dcdc55f7359b34d4c50904999f9	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
SAMN04875294	chromosome	-	-	JOGNMEOM_17 Staphylococcus aureus strain strain	30065	0.32512888741061036	82599130e7e31ebaef815ae658f37eca	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
SAMN04875294	chromosome	-	-	JOGNMEOM_18 Staphylococcus aureus strain strain	22488	0.293934542867307	9149e292d92ce6a2d83d82408c878742	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
SAMN04875294	chromosome	-	-	JOGNMEOM_19 Staphylococcus aureus strain strain	19828	0.31894290901755096	1f753331ecd4712b3adffd18a76471ad	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
SAMN04875294	chromosome	-	-	JOGNMEOM_2 Staphylococcus aureus strain strain	394808	0.33277441186602097	8001ea57c390d779e2324cda440ebf0f	not tested	rep_cluster_2250	BX571857	-	-	-	-	-	-	-	-	-	-	-	-	-
SAMN04875294	chromosome	-	-	JOGNMEOM_20 Staphylococcus aureus strain strain	17334	0.3082381446867428	48cdb8b4a40a91cfef1d7f49915d9183	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
