sample_id	molecule_type	primary_cluster_id	secondary_cluster_id	contig_id	size	gc	md5	circularity_status	rep_type(s)	rep_type_accession(s)	relaxase_type(s)	relaxase_type_accession(s)	mpf_type	mpf_type_accession(s)	orit_type(s)	orit_accession(s)	predicted_mobility	mash_nearest_neighbor	mash_neighbor_distance	mash_neighbor_identification	repetitive_dna_id	repetitive_dna_type	filtering_reason
SAMN04875291	chromosome	-	-	SAMN04875291.contig00001 len=882988 cov=29.7 corr=0 origname=NODE_1_length_882988_cov_29.661089_pilon sw=shovill-spades/1.0.4 date=20190117	882988	0.32337359058107246	882918ed258c5fb84ac779ae81143157	not tested	rep_cluster_1636	001036__CP012595	-	-	-	-	-	-	-	-	-	-	-	-	-
SAMN04875291	chromosome	-	-	SAMN04875291.contig00002 len=465039 cov=32.9 corr=7 origname=NODE_2_length_465040_cov_32.916677_pilon sw=shovill-spades/1.0.4 date=20190117	465039	0.33423003231987	c5bdc6e06d8fbea090e2cf2f908da5f8	not tested	rep_cluster_2250	BX571857	-	-	-	-	-	-	-	-	-	-	-	-	-
SAMN04875291	chromosome	-	-	SAMN04875291.contig00003 len=284155 cov=27.9 corr=0 origname=NODE_3_length_284155_cov_27.869836_pilon sw=shovill-spades/1.0.4 date=20190117	284155	0.32628670971828755	ba637b4324abe6b9f62c01c703a0ff2e	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
SAMN04875291	chromosome	-	-	SAMN04875291.contig00004 len=158953 cov=31.9 corr=0 origname=NODE_4_length_158953_cov_31.892118_pilon sw=shovill-spades/1.0.4 date=20190117	158953	0.3268639157486804	6fb418537e2078296fc5b1241b4258d2	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
SAMN04875291	chromosome	-	-	SAMN04875291.contig00005 len=144860 cov=32.5 corr=0 origname=NODE_5_length_144860_cov_32.516123_pilon sw=shovill-spades/1.0.4 date=20190117	144860	0.3259008698053293	1976b8dc8c498274d9e2771367e604d9	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
SAMN04875291	chromosome	-	-	SAMN04875291.contig00006 len=138731 cov=32.9 corr=0 origname=NODE_6_length_138731_cov_32.872029_pilon sw=shovill-spades/1.0.4 date=20190117	138731	0.3302506289149505	7eed31dc914ce74a77fe578eae64f178	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
SAMN04875291	chromosome	-	-	SAMN04875291.contig00007 len=110985 cov=32.4 corr=0 origname=NODE_7_length_110985_cov_32.440713_pilon sw=shovill-spades/1.0.4 date=20190117	110985	0.33409920259494524	e1ad57130471dabd5f15cec8c83c4bcf	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
SAMN04875291	chromosome	-	-	SAMN04875291.contig00008 len=104211 cov=32.8 corr=0 origname=NODE_8_length_104211_cov_32.830456_pilon sw=shovill-spades/1.0.4 date=20190117	104211	0.32184702190747616	3436f9cc024dcdbd0ae9cb5653f5dfb2	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
SAMN04875291	chromosome	-	-	SAMN04875291.contig00009 len=87949 cov=32.9 corr=0 origname=NODE_9_length_87949_cov_32.904042_pilon sw=shovill-spades/1.0.4 date=20190117	87949	0.32900885740599667	063475b90118251862c6f63348befe8c	not tested	-	-	MOBT	GQ900429_00012	-	-	-	-	-	-	-	-	-	-	-
SAMN04875291	chromosome	-	-	SAMN04875291.contig00010 len=87635 cov=29.0 corr=0 origname=NODE_10_length_87635_cov_28.955566_pilon sw=shovill-spades/1.0.4 date=20190117	87635	0.328156558452673	e90a631ea414b12d3fa68da12395e45b	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
SAMN04875291	chromosome	-	-	SAMN04875291.contig00011 len=68132 cov=29.9 corr=0 origname=NODE_11_length_68132_cov_29.851892_pilon sw=shovill-spades/1.0.4 date=20190117	68132	0.3195414783068162	5f6ba1a82d0901b369b5bbce8c2d6daa	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
SAMN04875291	chromosome	-	-	SAMN04875291.contig00012 len=53880 cov=31.6 corr=0 origname=NODE_12_length_53880_cov_31.607363_pilon sw=shovill-spades/1.0.4 date=20190117	53880	0.3358760207869339	51201fd13c43adc40c22256423b606f5	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
SAMN04875291	chromosome	-	-	SAMN04875291.contig00013 len=37909 cov=31.1 corr=0 origname=NODE_13_length_37909_cov_31.103351_pilon sw=shovill-spades/1.0.4 date=20190117	37909	0.3346962462739719	817e1ac7cefbab08d0296a42499f6df3	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
SAMN04875291	chromosome	-	-	SAMN04875291.contig00014 len=32380 cov=29.8 corr=0 origname=NODE_14_length_32380_cov_29.839074_pilon sw=shovill-spades/1.0.4 date=20190117	32380	0.3163063619518221	a15a9efe41fd6228ff817644df014b0d	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
SAMN04875291	chromosome	-	-	SAMN04875291.contig00015 len=30065 cov=28.4 corr=0 origname=NODE_15_length_30065_cov_28.405560_pilon sw=shovill-spades/1.0.4 date=20190117	30065	0.3251954099451189	b361e0246340b6caafdee1767e7459e6	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
SAMN04875291	plasmid	AA840	AJ227	SAMN04875291.contig00016 len=22628 cov=108.5 corr=0 origname=NODE_16_length_22628_cov_108.502859_pilon sw=shovill-spades/1.0.4 date=20190117	22628	0.3029432561428319	d0b0bc1ffa03f362b1389a565ac474c0	not tested	rep_cluster_1017,rep_cluster_1733,rep_cluster_2100	000261__GQ900456,CP000737,AP003139	-	-	-	-	MOBQ	AF001314	-	CP030643	0.0025468	Staphylococcus aureus	-	-	-
SAMN04875291	chromosome	-	-	SAMN04875291.contig00017 len=22486 cov=30.3 corr=0 origname=NODE_17_length_22486_cov_30.323386_pilon sw=shovill-spades/1.0.4 date=20190117	22486	0.29422751934537045	e4b1b3aa73966019665a41dbd45542a5	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
SAMN04875291	chromosome	-	-	SAMN04875291.contig00018 len=19828 cov=31.0 corr=0 origname=NODE_18_length_19828_cov_30.958555_pilon sw=shovill-spades/1.0.4 date=20190117	19828	0.3188924752874723	a447183773eb620751823341109b5c34	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
SAMN04875291	chromosome	-	-	SAMN04875291.contig00019 len=18600 cov=29.8 corr=0 origname=NODE_19_length_18600_cov_29.754384_pilon sw=shovill-spades/1.0.4 date=20190117	18600	0.3010752688172043	97c46e09084c83c0a163453ed84ea24b	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
SAMN04875291	chromosome	-	-	SAMN04875291.contig00020 len=18132 cov=35.8 corr=0 origname=NODE_20_length_18132_cov_35.799004_pilon sw=shovill-spades/1.0.4 date=20190117	18132	0.3096183542907567	5cdb8138095a6e72898aa5749df8f4a1	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
SAMN04875291	chromosome	-	-	SAMN04875291.contig00021 len=12201 cov=27.3 corr=0 origname=NODE_21_length_12201_cov_27.298665_pilon sw=shovill-spades/1.0.4 date=20190117	12201	0.32013769363166955	f862e0aa58487744dafb7d65d402b38c	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
SAMN04875291	chromosome	-	-	SAMN04875291.contig00022 len=5421 cov=29.1 corr=0 origname=NODE_22_length_5421_cov_29.120844_pilon sw=shovill-spades/1.0.4 date=20190117	5421	0.34015864231691567	16fd2269c488b27dcd58cb6746a53807	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
SAMN04875291	chromosome	-	-	SAMN04875291.contig00023 len=2883 cov=28.8 corr=1 origname=NODE_23_length_2883_cov_28.811435_pilon sw=shovill-spades/1.0.4 date=20190117	2883	0.331945889698231	9d5192c42cb33a1fe38e4186e76bed4a	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
SAMN04875291	plasmid	AA840	AJ227	SAMN04875291.contig00024 len=2498 cov=241.8 corr=0 origname=NODE_24_length_2498_cov_241.812423_pilon sw=shovill-spades/1.0.4 date=20190117	2498	0.30624499599679744	8a331acc035e4e5cc48d342cd0c3e35e	not tested	rep_cluster_1017	000260__GQ900396	-	-	-	-	-	-	-	CP030643	0.0025468	Staphylococcus aureus	-	-	-
SAMN04875291	chromosome	-	-	SAMN04875291.contig00025 len=1402 cov=62.4 corr=0 origname=NODE_25_length_1402_cov_62.431461_pilon sw=shovill-spades/1.0.4 date=20190117	1402	0.31169757489301	1f657427c9117085002cfab739488597	not tested	-	-	-	-	-	-	-	-	-	-	-	-	JX204384	IS1181	repetitve element
