sample_id	molecule_type	primary_cluster_id	secondary_cluster_id	contig_id	size	gc	md5	circularity_status	rep_type(s)	rep_type_accession(s)	relaxase_type(s)	relaxase_type_accession(s)	mpf_type	mpf_type_accession(s)	orit_type(s)	orit_accession(s)	predicted_mobility	mash_nearest_neighbor	mash_neighbor_distance	mash_neighbor_identification	repetitive_dna_id	repetitive_dna_type	filtering_reason
SAMN04875288	chromosome	-	-	SAMN04875288.contig00001 len=256740 cov=32.6 corr=0 origname=NODE_1_length_256740_cov_32.643320_pilon sw=shovill-spades/1.0.4 date=20190201	256740	0.33604035210719013	a40362b6023c87b6d0719c8630a60b4d	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
SAMN04875288	chromosome	-	-	SAMN04875288.contig00002 len=148113 cov=32.4 corr=0 origname=NODE_2_length_148113_cov_32.396188_pilon sw=shovill-spades/1.0.4 date=20190201	148113	0.340078183549047	8732d6e7f5c4e7cc8475fb9a5382f262	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
SAMN04875288	chromosome	-	-	SAMN04875288.contig00003 len=129390 cov=29.8 corr=0 origname=NODE_3_length_129390_cov_29.772307_pilon sw=shovill-spades/1.0.4 date=20190201	129390	0.3222351031764433	d214f84b82b73003a46c066df4f8601d	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
SAMN04875288	chromosome	-	-	SAMN04875288.contig00004 len=121337 cov=28.9 corr=0 origname=NODE_4_length_121337_cov_28.883904_pilon sw=shovill-spades/1.0.4 date=20190201	121337	0.3342014389675037	9bf3be67f85fd12f285e8f28fa3a8000	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
SAMN04875288	chromosome	-	-	SAMN04875288.contig00005 len=120759 cov=29.8 corr=0 origname=NODE_5_length_120759_cov_29.761782_pilon sw=shovill-spades/1.0.4 date=20190201	120759	0.3255409534693066	dbc574bde15c4dca374e43e090dc1211	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
SAMN04875288	chromosome	-	-	SAMN04875288.contig00006 len=116940 cov=31.5 corr=0 origname=NODE_6_length_116940_cov_31.535188_pilon sw=shovill-spades/1.0.4 date=20190201	116940	0.32314007183170856	9cebae68e226b3d9494bff998d2f915c	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
SAMN04875288	chromosome	-	-	SAMN04875288.contig00007 len=112672 cov=29.8 corr=0 origname=NODE_7_length_112672_cov_29.849048_pilon sw=shovill-spades/1.0.4 date=20190201	112672	0.32109130928713436	a0d1440b03b44a77d493b8da847024ec	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
SAMN04875288	chromosome	-	-	SAMN04875288.contig00008 len=110890 cov=33.4 corr=0 origname=NODE_8_length_110890_cov_33.362163_pilon sw=shovill-spades/1.0.4 date=20190201	110890	0.33417801424835425	cee6ab5f662b556359090d85cd64c15e	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
SAMN04875288	chromosome	-	-	SAMN04875288.contig00009 len=107763 cov=32.0 corr=0 origname=NODE_9_length_107763_cov_31.962338_pilon sw=shovill-spades/1.0.4 date=20190201	107763	0.3273294173324796	b22984c74fc33ba1745d09b77b3b5c75	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
SAMN04875288	chromosome	-	-	SAMN04875288.contig00010 len=106592 cov=33.2 corr=0 origname=NODE_10_length_106592_cov_33.208543_pilon sw=shovill-spades/1.0.4 date=20190201	106592	0.33316759231462023	27db1d5881fbb2407fd24943d736c147	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
