sample_id	molecule_type	primary_cluster_id	secondary_cluster_id	contig_id	size	gc	md5	circularity_status	rep_type(s)	rep_type_accession(s)	relaxase_type(s)	relaxase_type_accession(s)	mpf_type	mpf_type_accession(s)	orit_type(s)	orit_accession(s)	predicted_mobility	mash_nearest_neighbor	mash_neighbor_distance	mash_neighbor_identification	repetitive_dna_id	repetitive_dna_type	filtering_reason
SAMN04875294	chromosome	-	-	SAMN04875294.contig00001 len=534003 cov=29.9 corr=0 origname=NODE_1_length_534003_cov_29.918762_pilon sw=shovill-spades/1.0.4 date=20190130	534003	0.32110681026136556	f29b47d721294d93e8d67b2b18f2acf8	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
SAMN04875294	chromosome	-	-	SAMN04875294.contig00002 len=394808 cov=33.4 corr=6 origname=NODE_2_length_394809_cov_33.371683_pilon sw=shovill-spades/1.0.4 date=20190130	394808	0.33277441186602097	8001ea57c390d779e2324cda440ebf0f	not tested	rep_cluster_2250	BX571857	-	-	-	-	-	-	-	-	-	-	-	-	-
SAMN04875294	chromosome	-	-	SAMN04875294.contig00003 len=328342 cov=29.6 corr=0 origname=NODE_3_length_328342_cov_29.585555_pilon sw=shovill-spades/1.0.4 date=20190130	328342	0.3271253753708024	22d31e544897d846f4e774669ff1949c	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
SAMN04875294	chromosome	-	-	SAMN04875294.contig00004 len=270328 cov=33.3 corr=0 origname=NODE_4_length_270328_cov_33.298545_pilon sw=shovill-spades/1.0.4 date=20190130	270328	0.3230667929330295	a5b73745257a5eb947b67599fde3dfca	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
SAMN04875294	chromosome	-	-	SAMN04875294.contig00005 len=159018 cov=32.5 corr=0 origname=NODE_5_length_159018_cov_32.497738_pilon sw=shovill-spades/1.0.4 date=20190130	159018	0.32696927391867586	dec7f1d7c533e8e9fa83293a773134f5	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
SAMN04875294	chromosome	-	-	SAMN04875294.contig00006 len=149961 cov=32.9 corr=0 origname=NODE_6_length_149961_cov_32.947636_pilon sw=shovill-spades/1.0.4 date=20190130	149961	0.3351604750568481	830b7ba200eb78c35fa3a1d6dd143361	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
SAMN04875294	chromosome	-	-	SAMN04875294.contig00007 len=144815 cov=33.1 corr=0 origname=NODE_7_length_144815_cov_33.112768_pilon sw=shovill-spades/1.0.4 date=20190130	144815	0.3258226012498705	0f28329d786f8c99d04efab6085ee355	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
SAMN04875294	chromosome	-	-	SAMN04875294.contig00008 len=136853 cov=33.2 corr=1 origname=NODE_8_length_136853_cov_33.228269_pilon sw=shovill-spades/1.0.4 date=20190130	136853	0.3303398537116468	9b1d1508dbb3fd8aca45f62e74522eff	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
SAMN04875294	chromosome	-	-	SAMN04875294.contig00009 len=112261 cov=34.1 corr=0 origname=NODE_9_length_112261_cov_34.137726_pilon sw=shovill-spades/1.0.4 date=20190130	112261	0.33372230783620316	f240eb90dd1cad47115e7943ff1dd8cd	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
SAMN04875294	chromosome	-	-	SAMN04875294.contig00010 len=106360 cov=31.8 corr=0 origname=NODE_10_length_106360_cov_31.843310_pilon sw=shovill-spades/1.0.4 date=20190130	106360	0.32341105678826626	5f90b9e33427d783af9946ec490b528c	not tested	rep_cluster_1636	001036__CP012595	-	-	-	-	-	-	-	-	-	-	-	-	-
