sample_id	molecule_type	primary_cluster_id	secondary_cluster_id	contig_id	size	gc	md5	circularity_status	rep_type(s)	rep_type_accession(s)	relaxase_type(s)	relaxase_type_accession(s)	mpf_type	mpf_type_accession(s)	orit_type(s)	orit_accession(s)	predicted_mobility	mash_nearest_neighbor	mash_neighbor_distance	mash_neighbor_identification	repetitive_dna_id	repetitive_dna_type	filtering_reason
SAMN04875286	chromosome	-	-	SAMN04875286.contig00001 len=466074 cov=33.3 corr=0 origname=NODE_1_length_466074_cov_33.251919_pilon sw=shovill-spades/1.0.4 date=20190115	466074	0.3321296618133601	f953242e9f065e39c6a63a681f98f77e	not tested	rep_cluster_2250	BX571857	-	-	-	-	-	-	-	-	-	-	-	-	-
SAMN04875286	chromosome	-	-	SAMN04875286.contig00002 len=331150 cov=27.5 corr=0 origname=NODE_2_length_331150_cov_27.501735_pilon sw=shovill-spades/1.0.4 date=20190115	331150	0.3271840555639438	567bed06ab752aa26810548fe78c2daa	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
SAMN04875286	chromosome	-	-	SAMN04875286.contig00003 len=292435 cov=26.9 corr=0 origname=NODE_3_length_292435_cov_26.855073_pilon sw=shovill-spades/1.0.4 date=20190115	292435	0.3208610460444201	5b43a8a751dbcd035965e3038a5575e7	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
SAMN04875286	chromosome	-	-	SAMN04875286.contig00004 len=270452 cov=32.1 corr=0 origname=NODE_4_length_270452_cov_32.138218_pilon sw=shovill-spades/1.0.4 date=20190115	270452	0.323110940203807	bf7e4632e9ef7cfc056944fdec3c069d	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
SAMN04875286	chromosome	-	-	SAMN04875286.contig00005 len=252622 cov=28.6 corr=1 origname=NODE_5_length_252622_cov_28.572846_pilon sw=shovill-spades/1.0.4 date=20190115	252622	0.3214248956939617	caed22d02d3e25a02344e308bb003ceb	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
SAMN04875286	chromosome	-	-	SAMN04875286.contig00006 len=159009 cov=31.9 corr=0 origname=NODE_6_length_159009_cov_31.925602_pilon sw=shovill-spades/1.0.4 date=20190115	159009	0.32695633580489153	5e2f163a6c56b403ea5462499b99d743	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
SAMN04875286	chromosome	-	-	SAMN04875286.contig00007 len=144641 cov=32.7 corr=0 origname=NODE_7_length_144641_cov_32.735015_pilon sw=shovill-spades/1.0.4 date=20190115	144641	0.3257236883041461	b6aedf84cbeddbc807f4efe0f9d43f58	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
SAMN04875286	chromosome	-	-	SAMN04875286.contig00008 len=112261 cov=32.3 corr=0 origname=NODE_8_length_112261_cov_32.349154_pilon sw=shovill-spades/1.0.4 date=20190115	112261	0.3337044922101175	d2df06c767d3d206fb9dd120904b6921	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
SAMN04875286	chromosome	-	-	SAMN04875286.contig00009 len=106381 cov=31.4 corr=1 origname=NODE_9_length_106381_cov_31.415477_pilon sw=shovill-spades/1.0.4 date=20190115	106381	0.32339421513240146	9b806cae05ba8f6339d022e55eff1782	not tested	rep_cluster_1636	001036__CP012595	-	-	-	-	-	-	-	-	-	-	-	-	-
SAMN04875286	chromosome	-	-	SAMN04875286.contig00010 len=94537 cov=32.4 corr=0 origname=NODE_10_length_94537_cov_32.388854_pilon sw=shovill-spades/1.0.4 date=20190115	94537	0.33637623364397007	c1ea449e13b0593b16388906f8a6aea6	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
SAMN04875286	chromosome	-	-	SAMN04875286.contig00011 len=87750 cov=28.2 corr=0 origname=NODE_11_length_87750_cov_28.152196_pilon sw=shovill-spades/1.0.4 date=20190115	87750	0.3283190883190883	a0c91395912c33c63d005c3fad642c7d	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
SAMN04875286	chromosome	-	-	SAMN04875286.contig00012 len=75486 cov=32.2 corr=0 origname=NODE_12_length_75486_cov_32.175393_pilon sw=shovill-spades/1.0.4 date=20190115	75486	0.3421429139178126	0d51f1dd877d9e0fe8e11e2b49296c5f	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
SAMN04875286	chromosome	-	-	SAMN04875286.contig00013 len=55864 cov=30.2 corr=0 origname=NODE_13_length_55864_cov_30.192322_pilon sw=shovill-spades/1.0.4 date=20190115	55864	0.3229808105398826	e2c72f9f7370ae8c37b5407d3da99b36	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
SAMN04875286	chromosome	-	-	SAMN04875286.contig00014 len=55241 cov=29.2 corr=0 origname=NODE_14_length_55241_cov_29.181716_pilon sw=shovill-spades/1.0.4 date=20190115	55241	0.30828551257218373	d38305d4f8054309f0619bd8a115c886	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
