sample_id	molecule_type	primary_cluster_id	secondary_cluster_id	contig_id	size	gc	md5	circularity_status	rep_type(s)	rep_type_accession(s)	relaxase_type(s)	relaxase_type_accession(s)	mpf_type	mpf_type_accession(s)	orit_type(s)	orit_accession(s)	predicted_mobility	mash_nearest_neighbor	mash_neighbor_distance	mash_neighbor_identification	repetitive_dna_id	repetitive_dna_type	filtering_reason
SAMN04875290	chromosome	-	-	EECGICBD_1 Staphylococcus aureus strain strain	634214	0.32173682700161144	28413d68b401918c66a941ade70c51fd	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
SAMN04875290	chromosome	-	-	EECGICBD_10 Staphylococcus aureus strain strain	112318	0.333846756530565	161403a47b8e82121f6870e1be03bb5e	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
SAMN04875290	chromosome	-	-	EECGICBD_11 Staphylococcus aureus strain strain	106331	0.32342402497860456	7bc4aa181fe50f756425cc650acf0b00	not tested	rep_cluster_1636	001036__CP012595	-	-	-	-	-	-	-	-	-	-	-	-	-
SAMN04875290	chromosome	-	-	EECGICBD_12 Staphylococcus aureus strain strain	87906	0.3279867130798808	55df9d3c63cc4ca21e8a8e7801715914	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
SAMN04875290	chromosome	-	-	EECGICBD_13 Staphylococcus aureus strain strain	74686	0.3341590123985754	2a9c59c109075c889030fe49912e5fdb	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
SAMN04875290	chromosome	-	-	EECGICBD_14 Staphylococcus aureus strain strain	68018	0.3191361110294334	2655ad94772a07b3ed9c4749d778d110	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
SAMN04875290	chromosome	-	-	EECGICBD_15 Staphylococcus aureus strain strain	53880	0.3358760207869339	bd5e322562cd3fcf7df0d3bde8cb79ab	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
SAMN04875290	chromosome	-	-	EECGICBD_16 Staphylococcus aureus strain strain	49138	0.32889006471569865	b6c3ab25619394ef8960d6719728204d	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
SAMN04875290	chromosome	-	-	EECGICBD_17 Staphylococcus aureus strain strain	45847	0.3223984121098436	a1f006b1aeedb8fcaecf86b3ca688574	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
SAMN04875290	chromosome	-	-	EECGICBD_18 Staphylococcus aureus strain strain	42908	0.3252074205276405	66cebe5644c36e167f048f353197155e	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
SAMN04875290	chromosome	-	-	EECGICBD_19 Staphylococcus aureus strain strain	37909	0.3345643514732649	4c3a4e8521195f96538e55260de35759	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
SAMN04875290	chromosome	-	-	EECGICBD_2 Staphylococcus aureus strain strain	254930	0.3356921507864904	cd1207c374a8de8d4a02bc59f26fe7cb	not tested	rep_cluster_2250	BX571857	-	-	-	-	-	-	-	-	-	-	-	-	-
SAMN04875290	chromosome	-	-	EECGICBD_20 Staphylococcus aureus strain strain	32420	0.3163787785317705	6bca28bfe336410c6d561d9210d33334	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
SAMN04875290	chromosome	-	-	EECGICBD_21 Staphylococcus aureus strain strain	30065	0.3250956261433561	bc107e9bd045ab71ce1321a63e6aebc2	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
SAMN04875290	plasmid	AA083	AH691	EECGICBD_22 Staphylococcus aureus strain strain	23910	0.2806357172731075	2f9d2d30f0d9aef7ca370abb88c389d2	not tested	rep_cluster_1142	000421__NC_013320_00022	MOBQ	NC_013653_00017	-	-	-	-	-	KT780704	0.0208145	Staphylococcus aureus subsp. aureus RN4220	-	-	-
SAMN04875290	chromosome	-	-	EECGICBD_23 Staphylococcus aureus strain strain	19828	0.31899334274762964	c6f49720d583648ad052016eee6e5390	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
SAMN04875290	chromosome	-	-	EECGICBD_24 Staphylococcus aureus strain strain	18599	0.30098392386687456	4659f0d57bf3e0cc029c8966add86212	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
SAMN04875290	chromosome	-	-	EECGICBD_25 Staphylococcus aureus strain strain	17334	0.30794969424252916	0662bb01a361cc2ebe1195649912d54f	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
SAMN04875290	plasmid	AA850	-	EECGICBD_26 Staphylococcus aureus strain strain	17137	0.28412207504230613	fed0d5de4f6ac2ae4168e6152e01e5b8	not tested	rep_cluster_1017,rep_cluster_1215	000261__GQ900456,HF937104	-	-	-	-	-	-	-	GQ900382	0.0263945	Staphylococcus aureus	-	-	-
SAMN04875290	chromosome	-	-	EECGICBD_27 Staphylococcus aureus strain strain	12201	0.32021965412671094	5a2ea1d2e1b4b3a2f5c8de31a7ea3395	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
SAMN04875290	chromosome	-	-	EECGICBD_28 Staphylococcus aureus strain strain	11954	0.3346160281077464	a2cd5edd7b9fbba7181e15481300f0e7	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
