sample_id	molecule_type	primary_cluster_id	secondary_cluster_id	contig_id	size	gc	md5	circularity_status	rep_type(s)	rep_type_accession(s)	relaxase_type(s)	relaxase_type_accession(s)	mpf_type	mpf_type_accession(s)	orit_type(s)	orit_accession(s)	predicted_mobility	mash_nearest_neighbor	mash_neighbor_distance	mash_neighbor_identification	repetitive_dna_id	repetitive_dna_type	filtering_reason
SAMN04875299	chromosome	-	-	SAMN04875299.contig00001 len=794044 cov=30.1 corr=0 origname=NODE_1_length_794044_cov_30.144985_pilon sw=shovill-spades/1.0.4 date=20190201	794044	0.32197334152767354	03e87e5ef89f0ec7e43c8e3a83286507	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
SAMN04875299	chromosome	-	-	SAMN04875299.contig00002 len=545693 cov=31.9 corr=3 origname=NODE_2_length_545694_cov_31.861799_pilon sw=shovill-spades/1.0.4 date=20190201	545693	0.33351536486632594	86e6a1a4cef046b19c678bee13f85c3e	not tested	rep_cluster_2250	BX571857	-	-	-	-	-	-	-	-	-	-	-	-	-
SAMN04875299	chromosome	-	-	SAMN04875299.contig00003 len=331157 cov=29.1 corr=0 origname=NODE_3_length_331157_cov_29.080202_pilon sw=shovill-spades/1.0.4 date=20190201	331157	0.32719223812270315	3380ad219ddb7599a3d842aa36069af9	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
SAMN04875299	chromosome	-	-	SAMN04875299.contig00004 len=304370 cov=31.5 corr=2 origname=NODE_4_length_304370_cov_31.460994_pilon sw=shovill-spades/1.0.4 date=20190201	304370	0.3264020764201465	125166ce91dcf6bfef61fa9a2f0f6602	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
SAMN04875299	chromosome	-	-	SAMN04875299.contig00005 len=136838 cov=31.9 corr=0 origname=NODE_5_length_136838_cov_31.927119_pilon sw=shovill-spades/1.0.4 date=20190201	136838	0.3303541413934726	5023948b28ef6c60f153ff2c2cc41678	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
SAMN04875299	chromosome	-	-	SAMN04875299.contig00006 len=112242 cov=32.7 corr=0 origname=NODE_6_length_112242_cov_32.707707_pilon sw=shovill-spades/1.0.4 date=20190201	112242	0.33376098073804816	8fa48cece9f98458e5720cc14054de4f	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
SAMN04875299	chromosome	-	-	SAMN04875299.contig00007 len=106360 cov=30.9 corr=0 origname=NODE_7_length_106360_cov_30.916533_pilon sw=shovill-spades/1.0.4 date=20190201	106360	0.3234016547574276	76b10092331b1b07e5629501a72ef427	not tested	rep_cluster_1636	001036__CP012595	-	-	-	-	-	-	-	-	-	-	-	-	-
SAMN04875299	chromosome	-	-	SAMN04875299.contig00008 len=88020 cov=29.8 corr=0 origname=NODE_8_length_88020_cov_29.752970_pilon sw=shovill-spades/1.0.4 date=20190201	88020	0.328186775732788	cf37c841983794daf3ece199d2d61fd2	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
SAMN04875299	chromosome	-	-	SAMN04875299.contig00009 len=68132 cov=30.1 corr=0 origname=NODE_9_length_68132_cov_30.143980_pilon sw=shovill-spades/1.0.4 date=20190201	68132	0.31957083308871015	9d9318d02d693d2b88976c76e51300d4	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
SAMN04875299	chromosome	-	-	SAMN04875299.contig00010 len=53878 cov=31.2 corr=0 origname=NODE_10_length_53878_cov_31.173608_pilon sw=shovill-spades/1.0.4 date=20190201	53878	0.33594417016221834	d861fa226dc50d8338bb0f615f4a8e55	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
SAMN04875299	chromosome	-	-	SAMN04875299.contig00011 len=45847 cov=27.2 corr=0 origname=NODE_11_length_45847_cov_27.152053_pilon sw=shovill-spades/1.0.4 date=20190201	45847	0.32233297707592645	efa65d14acb0ebcc42d1b3ffe62fafea	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
SAMN04875299	chromosome	-	-	SAMN04875299.contig00012 len=37909 cov=31.4 corr=0 origname=NODE_12_length_37909_cov_31.363379_pilon sw=shovill-spades/1.0.4 date=20190201	37909	0.3345643514732649	daf2e0dfbd83c65da67b81e5e273f62c	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
